tax_id,scientific.name,category,temp,common.name
59894,Amniota,amniotes,1,Collared flycatcher
59894,Aves,birds,1,Collared flycatcher
60711,Chordata,chordates,1,green monkey
60711,Sarcopterygii,bony fishes and tetrapods,1,green monkey
60711,Amniota,amniotes,1,green monkey
60711,Mammalia,mammals,1,green monkey
60711,Primates,primates,1,green monkey
61156,Chordata,chordates,1,African grass rat
61156,Sarcopterygii,bony fishes and tetrapods,1,African grass rat
61156,Amniota,amniotes,1,African grass rat
61156,Mammalia,mammals,1,African grass rat
61156,Rodentia,rodents,1,African grass rat
61383,Chordata,chordates,1,Canada lynx
61383,Sarcopterygii,bony fishes and tetrapods,1,Canada lynx
61383,Amniota,amniotes,1,Canada lynx
61383,Mammalia,mammals,1,Canada lynx
61383,Carnivora,carnivores,1,Canada lynx
61621,Chordata,chordates,1,black snub-nosed monkey
61621,Sarcopterygii,bony fishes and tetrapods,1,black snub-nosed monkey
61621,Amniota,amniotes,1,black snub-nosed monkey
61621,Mammalia,mammals,1,black snub-nosed monkey
61621,Primates,primates,1,black snub-nosed monkey
61622,Chordata,chordates,1,golden snub-nosed monkey
61622,Sarcopterygii,bony fishes and tetrapods,1,golden snub-nosed monkey
61622,Amniota,amniotes,1,golden snub-nosed monkey
61622,Mammalia,mammals,1,golden snub-nosed monkey
61622,Primates,primates,1,golden snub-nosed monkey
61853,Chordata,chordates,1,northern white-cheeked gibbon
61853,Sarcopterygii,bony fishes and tetrapods,1,northern white-cheeked gibbon
61853,Amniota,amniotes,1,northern white-cheeked gibbon
61853,Mammalia,mammals,1,northern white-cheeked gibbon
61853,Primates,primates,1,northern white-cheeked gibbon
63155,Chordata,chordates,1,flier cichlid
63155,Actinopterygii,bony fishes and tetrapods,1,flier cichlid
64144,Chordata,chordates,1,climbing perch
64144,Actinopterygii,bony fishes and tetrapods,1,climbing perch
649802,Chordata,chordates,1,Wire-tailed manakin
649802,Sarcopterygii,bony fishes and tetrapods,1,Wire-tailed manakin
649802,Amniota,amniotes,1,Wire-tailed manakin
649802,Aves,birds,1,Wire-tailed manakin
68294,Chordata,chordates,1,Mariana crow
68294,Sarcopterygii,bony fishes and tetrapods,1,Mariana crow
68294,Amniota,amniotes,1,Mariana crow
68294,Aves,birds,1,Mariana crow
69293,Chordata,chordates,1,three-spined stickleback
69293,Actinopterygii,bony fishes and tetrapods,1,three-spined stickleback
72004,Chordata,chordates,1,wild yak
72004,Sarcopterygii,bony fishes and tetrapods,1,wild yak
72004,Amniota,amniotes,1,wild yak
72004,Mammalia,mammals,1,wild yak
72004,Artiodactyla,even-toed ungulates,1,wild yak
72105,Chordata,chordates,1,honeycomb rockfish
72105,Actinopterygii,bony fishes and tetrapods,1,honeycomb rockfish
73337,Chordata,chordates,1,southern white rhinoceros
73337,Sarcopterygii,bony fishes and tetrapods,1,southern white rhinoceros
73337,Amniota,amniotes,1,southern white rhinoceros
73337,Mammalia,mammals,1,southern white rhinoceros
74940,Chordata,chordates,1,Chinook salmon
74940,Actinopterygii,bony fishes and tetrapods,1,Chinook salmon
76717,Chordata,chordates,1,Northern American river otter
76717,Sarcopterygii,bony fishes and tetrapods,1,Northern American river otter
76717,Amniota,amniotes,1,Northern American river otter
76717,Mammalia,mammals,1,Northern American river otter
76717,Carnivora,carnivores,1,Northern American river otter
77115,Chordata,chordates,1,""
77115,Actinopterygii,bony fishes and tetrapods,1,""
7757,Chordata,chordates,1,sea lamprey
7830,Chordata,chordates,1,smaller spotted catshark
7868,Chordata,chordates,1,elephant shark
7897,Chordata,chordates,1,coelacanth
7897,Sarcopterygii,bony fishes and tetrapods,1,coelacanth
7906,Chordata,chordates,1,sterlet
7906,Actinopterygii,bony fishes and tetrapods,1,sterlet
7913,Chordata,chordates,1,Mississippi paddlefish
7913,Actinopterygii,bony fishes and tetrapods,1,Mississippi paddlefish
7918,Chordata,chordates,1,spotted gar
7918,Actinopterygii,bony fishes and tetrapods,1,spotted gar
7936,Chordata,chordates,1,European eel
7936,Actinopterygii,bony fishes and tetrapods,1,European eel
7950,Chordata,chordates,1,Atlantic herring
7950,Actinopterygii,bony fishes and tetrapods,1,Atlantic herring
7955,Chordata,chordates,1,zebrafish
7955,Actinopterygii,bony fishes and tetrapods,1,zebrafish
7957,Chordata,chordates,1,goldfish
7957,Actinopterygii,bony fishes and tetrapods,1,goldfish
79684,Chordata,chordates,1,prairie vole
79684,Sarcopterygii,bony fishes and tetrapods,1,prairie vole
79684,Amniota,amniotes,1,prairie vole
79684,Mammalia,mammals,1,prairie vole
79684,Rodentia,rodents,1,prairie vole
7994,Chordata,chordates,1,Mexican tetra
7994,Actinopterygii,bony fishes and tetrapods,1,Mexican tetra
7998,Chordata,chordates,1,channel catfish
7998,Actinopterygii,bony fishes and tetrapods,1,channel catfish
8005,Chordata,chordates,1,electric eel
8005,Actinopterygii,bony fishes and tetrapods,1,electric eel
8010,Chordata,chordates,1,northern pike
8010,Actinopterygii,bony fishes and tetrapods,1,northern pike
8030,Chordata,chordates,1,Atlantic salmon
8030,Actinopterygii,bony fishes and tetrapods,1,Atlantic salmon
8036,Chordata,chordates,1,Arctic char
8036,Actinopterygii,bony fishes and tetrapods,1,Arctic char
8040,Chordata,chordates,1,lake trout
8040,Actinopterygii,bony fishes and tetrapods,1,lake trout
8049,Chordata,chordates,1,Atlantic cod
8049,Actinopterygii,bony fishes and tetrapods,1,Atlantic cod
8078,Chordata,chordates,1,mummichog
8078,Actinopterygii,bony fishes and tetrapods,1,mummichog
8081,Chordata,chordates,1,guppy
8081,Actinopterygii,bony fishes and tetrapods,1,guppy
8083,Chordata,chordates,1,southern platyfish
8083,Actinopterygii,bony fishes and tetrapods,1,southern platyfish
8084,Chordata,chordates,1,green swordtail
8084,Actinopterygii,bony fishes and tetrapods,1,green swordtail
80966,Chordata,chordates,1,spiny chromis
80966,Actinopterygii,bony fishes and tetrapods,1,spiny chromis
80972,Chordata,chordates,1,clown anemonefish
80972,Actinopterygii,bony fishes and tetrapods,1,clown anemonefish
8103,Chordata,chordates,1,lumpfish
8103,Actinopterygii,bony fishes and tetrapods,1,lumpfish
8128,Chordata,chordates,1,Nile tilapia
8128,Actinopterygii,bony fishes and tetrapods,1,Nile tilapia
8153,Chordata,chordates,1,Burton's mouthbrooder
8153,Actinopterygii,bony fishes and tetrapods,1,Burton's mouthbrooder
8154,Chordata,chordates,1,eastern happy
8154,Actinopterygii,bony fishes and tetrapods,1,eastern happy
81572,Chordata,chordates,1,silvery gibbon
81572,Sarcopterygii,bony fishes and tetrapods,1,silvery gibbon
81572,Amniota,amniotes,1,silvery gibbon
81572,Mammalia,mammals,1,silvery gibbon
81572,Primates,primates,1,silvery gibbon
8167,Chordata,chordates,1,yellow perch
8167,Actinopterygii,bony fishes and tetrapods,1,yellow perch
8168,Chordata,chordates,1,European perch
8168,Actinopterygii,bony fishes and tetrapods,1,European perch
8175,Chordata,chordates,1,gilthead seabream
8175,Actinopterygii,bony fishes and tetrapods,1,gilthead seabream
8177,Chordata,chordates,1,yellowfin seabream
8177,Actinopterygii,bony fishes and tetrapods,1,yellowfin seabream
8187,Chordata,chordates,1,barramundi perch
8187,Actinopterygii,bony fishes and tetrapods,1,barramundi perch
8208,Chordata,chordates,1,black rockcod
8208,Actinopterygii,bony fishes and tetrapods,1,black rockcod
8218,Chordata,chordates,1,""
8218,Actinopterygii,bony fishes and tetrapods,1,""
8240,Chordata,chordates,1,southern bluefin tuna
8240,Actinopterygii,bony fishes and tetrapods,1,southern bluefin tuna
8245,Chordata,chordates,1,swordfish
8245,Actinopterygii,bony fishes and tetrapods,1,swordfish
8255,Chordata,chordates,1,Japanese flounder
8255,Actinopterygii,bony fishes and tetrapods,1,Japanese flounder
8267,Chordata,chordates,1,Atlantic halibut
8267,Actinopterygii,bony fishes and tetrapods,1,Atlantic halibut
8364,Chordata,chordates,1,tropical clawed frog
8364,Sarcopterygii,bony fishes and tetrapods,1,tropical clawed frog
8364,Amphibia,amphibians,1,tropical clawed frog
8384,Chordata,chordates,1,common toad
8384,Sarcopterygii,bony fishes and tetrapods,1,common toad
8384,Amphibia,amphibians,1,common toad
8407,Chordata,chordates,1,common frog
8407,Sarcopterygii,bony fishes and tetrapods,1,common frog
8407,Amphibia,amphibians,1,common frog
8479,Chordata,chordates,1,Painted turtle
8479,Sarcopterygii,bony fishes and tetrapods,1,Painted turtle
8479,Amniota,amniotes,1,Painted turtle
84834,Chordata,chordates,1,""
84834,Sarcopterygii,bony fishes and tetrapods,1,""
84834,Amniota,amniotes,1,""
84834,Aves,birds,1,""
8496,Chordata,chordates,1,American alligator
8496,Sarcopterygii,bony fishes and tetrapods,1,American alligator
8496,Amniota,amniotes,1,American alligator
8502,Chordata,chordates,1,Australian saltwater crocodile
8502,Sarcopterygii,bony fishes and tetrapods,1,Australian saltwater crocodile
8502,Amniota,amniotes,1,Australian saltwater crocodile
85066,Chordata,chordates,1,American crow
85066,Sarcopterygii,bony fishes and tetrapods,1,American crow
85066,Amniota,amniotes,1,American crow
85066,Aves,birds,1,American crow
8520,Chordata,chordates,1,fence lizard
8520,Sarcopterygii,bony fishes and tetrapods,1,fence lizard
8520,Amniota,amniotes,1,fence lizard
8524,Chordata,chordates,1,common lizard
8524,Sarcopterygii,bony fishes and tetrapods,1,common lizard
8524,Amniota,amniotes,1,common lizard
8663,Chordata,chordates,1,mainland tiger snake
8663,Sarcopterygii,bony fishes and tetrapods,1,mainland tiger snake
8663,Amniota,amniotes,1,mainland tiger snake
87175,Chordata,chordates,1,""
87175,Sarcopterygii,bony fishes and tetrapods,1,""
87175,Amniota,amniotes,1,""
87175,Aves,birds,1,""
8790,Chordata,chordates,1,emu
8790,Sarcopterygii,bony fishes and tetrapods,1,emu
8790,Amniota,amniotes,1,emu
8790,Aves,birds,1,emu
88082,Chordata,chordates,1,Tiger rattlesnake
88082,Sarcopterygii,bony fishes and tetrapods,1,Tiger rattlesnake
88082,Amniota,amniotes,1,Tiger rattlesnake
8839,Chordata,chordates,1,mallard
8839,Sarcopterygii,bony fishes and tetrapods,1,mallard
8839,Amniota,amniotes,1,mallard
8839,Aves,birds,1,mallard
885580,Chordata,chordates,1,Damara mole-rat
885580,Sarcopterygii,bony fishes and tetrapods,1,Damara mole-rat
885580,Amniota,amniotes,1,Damara mole-rat
885580,Mammalia,mammals,1,Damara mole-rat
885580,Rodentia,rodents,1,Damara mole-rat
8868,Chordata,chordates,1,black swan
8868,Sarcopterygii,bony fishes and tetrapods,1,black swan
8868,Amniota,amniotes,1,black swan
8868,Aves,birds,1,black swan
8869,Chordata,chordates,1,mute swan
8869,Sarcopterygii,bony fishes and tetrapods,1,mute swan
8869,Amniota,amniotes,1,mute swan
8869,Aves,birds,1,mute swan
8884,Chordata,chordates,1,ruddy duck
8884,Sarcopterygii,bony fishes and tetrapods,1,ruddy duck
8884,Amniota,amniotes,1,ruddy duck
8884,Aves,birds,1,ruddy duck
8897,Chordata,chordates,1,chimney swift
8897,Sarcopterygii,bony fishes and tetrapods,1,chimney swift
8897,Amniota,amniotes,1,chimney swift
8897,Aves,birds,1,chimney swift
8932,Chordata,chordates,1,rock pigeon
8932,Sarcopterygii,bony fishes and tetrapods,1,rock pigeon
8932,Amniota,amniotes,1,rock pigeon
8932,Aves,birds,1,rock pigeon
89462,Chordata,chordates,1,water buffalo
89462,Sarcopterygii,bony fishes and tetrapods,1,water buffalo
89462,Amniota,amniotes,1,water buffalo
89462,Mammalia,mammals,1,water buffalo
89462,Artiodactyla,even-toed ungulates,1,water buffalo
8954,Chordata,chordates,1,peregrine falcon
8954,Sarcopterygii,bony fishes and tetrapods,1,peregrine falcon
8954,Amniota,amniotes,1,peregrine falcon
8954,Aves,birds,1,peregrine falcon
89673,Chordata,chordates,1,pale spear-nosed bat
89673,Sarcopterygii,bony fishes and tetrapods,1,pale spear-nosed bat
89673,Amniota,amniotes,1,pale spear-nosed bat
89673,Mammalia,mammals,1,pale spear-nosed bat
89673,Chiroptera,bats,1,pale spear-nosed bat
8969,Chordata,chordates,1,white-tailed eagle
8969,Sarcopterygii,bony fishes and tetrapods,1,white-tailed eagle
8969,Amniota,amniotes,1,white-tailed eagle
8969,Aves,birds,1,white-tailed eagle
8996,Chordata,chordates,1,helmeted guineafowl
8996,Sarcopterygii,bony fishes and tetrapods,1,helmeted guineafowl
8996,Amniota,amniotes,1,helmeted guineafowl
8996,Aves,birds,1,helmeted guineafowl
90247,Chordata,chordates,1,Pacific white-sided dolphin
90247,Sarcopterygii,bony fishes and tetrapods,1,Pacific white-sided dolphin
90247,Amniota,amniotes,1,Pacific white-sided dolphin
90247,Mammalia,mammals,1,Pacific white-sided dolphin
90247,Artiodactyla,even-toed ungulates,1,Pacific white-sided dolphin
90247,Cetacea,whales and dolphins,1,Pacific white-sided dolphin
9031,Chordata,chordates,1,chicken
9031,Sarcopterygii,bony fishes and tetrapods,1,chicken
9031,Amniota,amniotes,1,chicken
9031,Aves,birds,1,chicken
9054,Chordata,chordates,1,Ring-necked pheasant
9054,Sarcopterygii,bony fishes and tetrapods,1,Ring-necked pheasant
9054,Amniota,amniotes,1,Ring-necked pheasant
9054,Aves,birds,1,Ring-necked pheasant
90988,Chordata,chordates,1,fathead minnow
90988,Actinopterygii,bony fishes and tetrapods,1,fathead minnow
9103,Chordata,chordates,1,turkey
9103,Sarcopterygii,bony fishes and tetrapods,1,turkey
9103,Amniota,amniotes,1,turkey
9103,Aves,birds,1,turkey
9135,Chordata,chordates,1,Common canary
9135,Sarcopterygii,bony fishes and tetrapods,1,Common canary
9135,Amniota,amniotes,1,Common canary
9135,Aves,birds,1,Common canary
9157,Chordata,chordates,1,Great Tit
9157,Sarcopterygii,bony fishes and tetrapods,1,Great Tit
9157,Amniota,amniotes,1,Great Tit
9157,Aves,birds,1,Great Tit
9160,Chordata,chordates,1,Eurasian tree sparrow
9160,Sarcopterygii,bony fishes and tetrapods,1,Eurasian tree sparrow
9160,Amniota,amniotes,1,Eurasian tree sparrow
9160,Aves,birds,1,Eurasian tree sparrow
9172,Chordata,chordates,1,Common starling
9172,Sarcopterygii,bony fishes and tetrapods,1,Common starling
9172,Amniota,amniotes,1,Common starling
9172,Aves,birds,1,Common starling
91951,Chordata,chordates,1,Swainson's thrush
91951,Sarcopterygii,bony fishes and tetrapods,1,Swainson's thrush
91951,Amniota,amniotes,1,Swainson's thrush
91951,Aves,birds,1,Swainson's thrush
9209,Chordata,chordates,1,great cormorant
9209,Sarcopterygii,bony fishes and tetrapods,1,great cormorant
9209,Amniota,amniotes,1,great cormorant
9209,Aves,birds,1,great cormorant
9233,Chordata,chordates,1,emperor penguin
9233,Sarcopterygii,bony fishes and tetrapods,1,emperor penguin
9233,Amniota,amniotes,1,emperor penguin
9233,Aves,birds,1,emperor penguin
9238,Chordata,chordates,1,Adelie penguin
9238,Sarcopterygii,bony fishes and tetrapods,1,Adelie penguin
9238,Amniota,amniotes,1,Adelie penguin
9238,Aves,birds,1,Adelie penguin
9244,Chordata,chordates,1,Anna's hummingbird
9244,Sarcopterygii,bony fishes and tetrapods,1,Anna's hummingbird
9244,Amniota,amniotes,1,Anna's hummingbird
9244,Aves,birds,1,Anna's hummingbird
9258,Chordata,chordates,1,platypus
9258,Sarcopterygii,bony fishes and tetrapods,1,platypus
9258,Amniota,amniotes,1,platypus
9258,Mammalia,mammals,1,platypus
9261,Chordata,chordates,1,Australian echidna
9261,Sarcopterygii,bony fishes and tetrapods,1,Australian echidna
9261,Amniota,amniotes,1,Australian echidna
9261,Mammalia,mammals,1,Australian echidna
9305,Chordata,chordates,1,Tasmanian devil
9305,Sarcopterygii,bony fishes and tetrapods,1,Tasmanian devil
9305,Amniota,amniotes,1,Tasmanian devil
9305,Mammalia,mammals,1,Tasmanian devil
9305,Dasyuromorphia,marsupials,1,Tasmanian devil
93162,Chordata,chordates,1,yellow-bellied marmot
93162,Sarcopterygii,bony fishes and tetrapods,1,yellow-bellied marmot
93162,Amniota,amniotes,1,yellow-bellied marmot
93162,Mammalia,mammals,1,yellow-bellied marmot
93162,Rodentia,rodents,1,yellow-bellied marmot
932674,Chordata,chordates,1,""
932674,Sarcopterygii,bony fishes and tetrapods,1,""
932674,Amniota,amniotes,1,""
932674,Aves,birds,1,""
9337,Chordata,chordates,1,common brushtail
9337,Sarcopterygii,bony fishes and tetrapods,1,common brushtail
9337,Amniota,amniotes,1,common brushtail
9337,Mammalia,mammals,1,common brushtail
9337,Diprotodontia,marsupials,1,common brushtail
9361,Chordata,chordates,1,nine-banded armadillo
9361,Sarcopterygii,bony fishes and tetrapods,1,nine-banded armadillo
9361,Amniota,amniotes,1,nine-banded armadillo
9361,Mammalia,mammals,1,nine-banded armadillo
9365,Chordata,chordates,1,western European hedgehog
9365,Sarcopterygii,bony fishes and tetrapods,1,western European hedgehog
9365,Amniota,amniotes,1,western European hedgehog
9365,Mammalia,mammals,1,western European hedgehog
9371,Chordata,chordates,1,small Madagascar hedgehog
9371,Sarcopterygii,bony fishes and tetrapods,1,small Madagascar hedgehog
9371,Amniota,amniotes,1,small Madagascar hedgehog
9371,Mammalia,mammals,1,small Madagascar hedgehog
93934,Chordata,chordates,1,Japanese quail
93934,Sarcopterygii,bony fishes and tetrapods,1,Japanese quail
93934,Amniota,amniotes,1,Japanese quail
93934,Aves,birds,1,Japanese quail
9402,Chordata,chordates,1,black flying fox
9402,Sarcopterygii,bony fishes and tetrapods,1,black flying fox
9402,Amniota,amniotes,1,black flying fox
9402,Mammalia,mammals,1,black flying fox
9402,Chiroptera,bats,1,black flying fox
9407,Chordata,chordates,1,Egyptian rousette
9407,Sarcopterygii,bony fishes and tetrapods,1,Egyptian rousette
9407,Amniota,amniotes,1,Egyptian rousette
9407,Mammalia,mammals,1,Egyptian rousette
9407,Chiroptera,bats,1,Egyptian rousette
9417,Chordata,chordates,1,Jamaican fruit-eating bat
9417,Sarcopterygii,bony fishes and tetrapods,1,Jamaican fruit-eating bat
9417,Amniota,amniotes,1,Jamaican fruit-eating bat
9417,Mammalia,mammals,1,Jamaican fruit-eating bat
9417,Chiroptera,bats,1,Jamaican fruit-eating bat
941984,Chordata,chordates,1,banded archerfish
941984,Actinopterygii,bony fishes and tetrapods,1,banded archerfish
9430,Chordata,chordates,1,common vampire bat
9430,Sarcopterygii,bony fishes and tetrapods,1,common vampire bat
9430,Amniota,amniotes,1,common vampire bat
9430,Mammalia,mammals,1,common vampire bat
9430,Chiroptera,bats,1,common vampire bat
94827,Chordata,chordates,1,white-throated tinamou
94827,Sarcopterygii,bony fishes and tetrapods,1,white-throated tinamou
94827,Amniota,amniotes,1,white-throated tinamou
94827,Aves,birds,1,white-throated tinamou
9483,Chordata,chordates,1,white-tufted-ear marmoset
9483,Sarcopterygii,bony fishes and tetrapods,1,white-tufted-ear marmoset
9483,Amniota,amniotes,1,white-tufted-ear marmoset
9483,Mammalia,mammals,1,white-tufted-ear marmoset
9483,Primates,primates,1,white-tufted-ear marmoset
94835,Chordata,chordates,1,Gharial
94835,Sarcopterygii,bony fishes and tetrapods,1,Gharial
94835,Amniota,amniotes,1,Gharial
94885,Chordata,chordates,1,""
94885,Sarcopterygii,bony fishes and tetrapods,1,""
94885,Amniota,amniotes,1,""
9515,Chordata,chordates,1,tufted capuchin
9515,Sarcopterygii,bony fishes and tetrapods,1,tufted capuchin
9515,Amniota,amniotes,1,tufted capuchin
9515,Mammalia,mammals,1,tufted capuchin
9515,Primates,primates,1,tufted capuchin
9531,Chordata,chordates,1,sooty mangabey
9531,Sarcopterygii,bony fishes and tetrapods,1,sooty mangabey
9531,Amniota,amniotes,1,sooty mangabey
9531,Mammalia,mammals,1,sooty mangabey
9531,Primates,primates,1,sooty mangabey
9541,Chordata,chordates,1,crab-eating macaque
9541,Sarcopterygii,bony fishes and tetrapods,1,crab-eating macaque
9541,Amniota,amniotes,1,crab-eating macaque
9541,Mammalia,mammals,1,crab-eating macaque
9541,Primates,primates,1,crab-eating macaque
9544,Chordata,chordates,1,Rhesus monkey
9544,Sarcopterygii,bony fishes and tetrapods,1,Rhesus monkey
9544,Amniota,amniotes,1,Rhesus monkey
9544,Mammalia,mammals,1,Rhesus monkey
9544,Primates,primates,1,Rhesus monkey
9545,Chordata,chordates,1,pig-tailed macaque
9545,Sarcopterygii,bony fishes and tetrapods,1,pig-tailed macaque
9545,Amniota,amniotes,1,pig-tailed macaque
9545,Mammalia,mammals,1,pig-tailed macaque
9545,Primates,primates,1,pig-tailed macaque
9555,Chordata,chordates,1,olive baboon
9555,Sarcopterygii,bony fishes and tetrapods,1,olive baboon
9555,Amniota,amniotes,1,olive baboon
9555,Mammalia,mammals,1,olive baboon
9555,Primates,primates,1,olive baboon
9565,Chordata,chordates,1,gelada
9565,Sarcopterygii,bony fishes and tetrapods,1,gelada
9565,Amniota,amniotes,1,gelada
9565,Mammalia,mammals,1,gelada
9565,Primates,primates,1,gelada
9568,Chordata,chordates,1,drill
9568,Sarcopterygii,bony fishes and tetrapods,1,drill
9568,Amniota,amniotes,1,drill
9568,Mammalia,mammals,1,drill
9568,Primates,primates,1,drill
95912,Chordata,chordates,1,striped hyena
95912,Sarcopterygii,bony fishes and tetrapods,1,striped hyena
95912,Amniota,amniotes,1,striped hyena
95912,Mammalia,mammals,1,striped hyena
95912,Carnivora,carnivores,1,striped hyena
9593,Chordata,chordates,1,western gorilla
9593,Sarcopterygii,bony fishes and tetrapods,1,western gorilla
9593,Amniota,amniotes,1,western gorilla
9593,Mammalia,mammals,1,western gorilla
9593,Primates,primates,1,western gorilla
9597,Chordata,chordates,1,pygmy chimpanzee
9597,Sarcopterygii,bony fishes and tetrapods,1,pygmy chimpanzee
9597,Amniota,amniotes,1,pygmy chimpanzee
9597,Mammalia,mammals,1,pygmy chimpanzee
9597,Primates,primates,1,pygmy chimpanzee
9598,Chordata,chordates,1,chimpanzee
9598,Sarcopterygii,bony fishes and tetrapods,1,chimpanzee
9598,Amniota,amniotes,1,chimpanzee
9598,Mammalia,mammals,1,chimpanzee
9598,Primates,primates,1,chimpanzee
9601,Chordata,chordates,1,Sumatran orangutan
9601,Sarcopterygii,bony fishes and tetrapods,1,Sumatran orangutan
9601,Amniota,amniotes,1,Sumatran orangutan
9601,Mammalia,mammals,1,Sumatran orangutan
9601,Primates,primates,1,Sumatran orangutan
9606,Chordata,chordates,1,human
9606,Sarcopterygii,bony fishes and tetrapods,1,human
9606,Amniota,amniotes,1,human
9606,Mammalia,mammals,1,human
9606,Primates,primates,1,human
9615,Chordata,chordates,1,dog
9615,Sarcopterygii,bony fishes and tetrapods,1,dog
9615,Amniota,amniotes,1,dog
9615,Mammalia,mammals,1,dog
9615,Carnivora,carnivores,1,dog
9627,Chordata,chordates,1,red fox
9627,Sarcopterygii,bony fishes and tetrapods,1,red fox
9627,Amniota,amniotes,1,red fox
9627,Mammalia,mammals,1,red fox
9627,Carnivora,carnivores,1,red fox
9646,Chordata,chordates,1,giant panda
9646,Sarcopterygii,bony fishes and tetrapods,1,giant panda
9646,Amniota,amniotes,1,giant panda
9646,Mammalia,mammals,1,giant panda
9646,Carnivora,carnivores,1,giant panda
9669,Chordata,chordates,1,domestic ferret
9669,Sarcopterygii,bony fishes and tetrapods,1,domestic ferret
9669,Amniota,amniotes,1,domestic ferret
9669,Mammalia,mammals,1,domestic ferret
9669,Carnivora,carnivores,1,domestic ferret
9685,Chordata,chordates,1,domestic cat
9685,Sarcopterygii,bony fishes and tetrapods,1,domestic cat
9685,Amniota,amniotes,1,domestic cat
9685,Mammalia,mammals,1,domestic cat
9685,Carnivora,carnivores,1,domestic cat
9691,Chordata,chordates,1,leopard
9691,Sarcopterygii,bony fishes and tetrapods,1,leopard
9691,Amniota,amniotes,1,leopard
9691,Mammalia,mammals,1,leopard
9691,Carnivora,carnivores,1,leopard
9694,Chordata,chordates,1,tiger
9694,Sarcopterygii,bony fishes and tetrapods,1,tiger
9694,Amniota,amniotes,1,tiger
9694,Mammalia,mammals,1,tiger
9694,Carnivora,carnivores,1,tiger
9696,Chordata,chordates,1,puma
9696,Sarcopterygii,bony fishes and tetrapods,1,puma
9696,Amniota,amniotes,1,puma
9696,Mammalia,mammals,1,puma
9696,Carnivora,carnivores,1,puma
9704,Chordata,chordates,1,California sea lion
9704,Sarcopterygii,bony fishes and tetrapods,1,California sea lion
9704,Amniota,amniotes,1,California sea lion
9704,Mammalia,mammals,1,California sea lion
9704,Carnivora,carnivores,1,California sea lion
9708,Chordata,chordates,1,Pacific walrus
9708,Sarcopterygii,bony fishes and tetrapods,1,Pacific walrus
9708,Amniota,amniotes,1,Pacific walrus
9708,Mammalia,mammals,1,Pacific walrus
9708,Carnivora,carnivores,1,Pacific walrus
97097,Chordata,chordates,1,White-tailed tropicbird
97097,Sarcopterygii,bony fishes and tetrapods,1,White-tailed tropicbird
97097,Amniota,amniotes,1,White-tailed tropicbird
97097,Aves,birds,1,White-tailed tropicbird
9711,Chordata,chordates,1,gray seal
9711,Sarcopterygii,bony fishes and tetrapods,1,gray seal
9711,Amniota,amniotes,1,gray seal
9711,Mammalia,mammals,1,gray seal
9711,Carnivora,carnivores,1,gray seal
9713,Chordata,chordates,1,Weddell seal
9713,Sarcopterygii,bony fishes and tetrapods,1,Weddell seal
9713,Amniota,amniotes,1,Weddell seal
9713,Mammalia,mammals,1,Weddell seal
9713,Carnivora,carnivores,1,Weddell seal
9715,Chordata,chordates,1,Southern elephant seal
9715,Sarcopterygii,bony fishes and tetrapods,1,Southern elephant seal
9715,Amniota,amniotes,1,Southern elephant seal
9715,Mammalia,mammals,1,Southern elephant seal
9715,Carnivora,carnivores,1,Southern elephant seal
9720,Chordata,chordates,1,harbor seal
9720,Sarcopterygii,bony fishes and tetrapods,1,harbor seal
9720,Amniota,amniotes,1,harbor seal
9720,Mammalia,mammals,1,harbor seal
9720,Carnivora,carnivores,1,harbor seal
9731,Chordata,chordates,1,long-finned pilot whale
9731,Sarcopterygii,bony fishes and tetrapods,1,long-finned pilot whale
9731,Amniota,amniotes,1,long-finned pilot whale
9731,Mammalia,mammals,1,long-finned pilot whale
9731,Artiodactyla,even-toed ungulates,1,long-finned pilot whale
9731,Cetacea,whales and dolphins,1,long-finned pilot whale
9733,Chordata,chordates,1,killer whale
9733,Sarcopterygii,bony fishes and tetrapods,1,killer whale
9733,Amniota,amniotes,1,killer whale
9733,Mammalia,mammals,1,killer whale
9733,Artiodactyla,even-toed ungulates,1,killer whale
9733,Cetacea,whales and dolphins,1,killer whale
9739,Chordata,chordates,1,common bottlenose dolphin
9739,Sarcopterygii,bony fishes and tetrapods,1,common bottlenose dolphin
9739,Amniota,amniotes,1,common bottlenose dolphin
9739,Mammalia,mammals,1,common bottlenose dolphin
9739,Artiodactyla,even-toed ungulates,1,common bottlenose dolphin
9739,Cetacea,whales and dolphins,1,common bottlenose dolphin
9749,Chordata,chordates,1,beluga whale
9749,Sarcopterygii,bony fishes and tetrapods,1,beluga whale
9749,Amniota,amniotes,1,beluga whale
9749,Mammalia,mammals,1,beluga whale
9749,Artiodactyla,even-toed ungulates,1,beluga whale
9749,Cetacea,whales and dolphins,1,beluga whale
9755,Chordata,chordates,1,sperm whale
9755,Sarcopterygii,bony fishes and tetrapods,1,sperm whale
9755,Amniota,amniotes,1,sperm whale
9755,Mammalia,mammals,1,sperm whale
9755,Artiodactyla,even-toed ungulates,1,sperm whale
9755,Cetacea,whales and dolphins,1,sperm whale
9771,Chordata,chordates,1,Blue whale
9771,Sarcopterygii,bony fishes and tetrapods,1,Blue whale
9771,Amniota,amniotes,1,Blue whale
9771,Mammalia,mammals,1,Blue whale
9771,Artiodactyla,even-toed ungulates,1,Blue whale
9771,Cetacea,whales and dolphins,1,Blue whale
9785,Chordata,chordates,1,African savanna elephant
